ID;NumberZ;Shifr;Napr;Prof;Uroven;FormaOb;Fin;Zach;Sogl
1BA7F3B0-65DD-40D2-8BBA-7B925EEFCE73;1274;29.00.05;Конструирование изделий легкой промышленности;;Бакалавриат;Очная форма;Бюджетные места;1;1
1BA7F3B0-65DD-40D2-8BBA-7B925EEFCE73;1274;54.00.01;Дизайн;;Бакалавриат;Очная форма;Бюджетные места;0;0
1BA7F3B0-65DD-40D2-8BBA-7B925EEFCE73;1274;54.00.03;Искусство костюма и текстиля;;Бакалавриат;Очная форма;Бюджетные места;0;0
FDE0C7A1-5491-4C68-A35B-18BDFF972061;2602;40.00.01;Юриспруденция;;Магистратура;Заочная форма;Бюджетные места;0;1
FDE0C7A1-5491-4C68-A35B-18BDFF972061;2602;40.00.01;Юриспруденция;;Магистратура;Заочная форма;С оплатой обучения;0;0
6A6C3464-D534-43CA-9C79-E7FC5601EF8C;2483;09.00.02;Информационные системы и технологии;;Магистратура;Заочная форма;С оплатой обучения;1;1
6A6C3464-D534-43CA-9C79-E7FC5601EF8C;2483;40.00.01;Юриспруденция;;Магистратура;Заочная форма;С оплатой обучения;0;0
2178EAC4-828C-46C9-ACBB-7BC81C28952E;873;35.00.02;Технология лесозаготовительных и деревоперерабатывающих производств;;Магистратура;Очная форма;Бюджетные места;1;1
2178EAC4-828C-46C9-ACBB-7BC81C28952E;873;35.00.02;Технология лесозаготовительных и деревоперерабатывающих производств;;Магистратура;Очная форма;С оплатой обучения;0;0
3244D4AB-EFDB-4E46-8000-F1FAEE35CF6E;864;46.00.01;История;;Магистратура;Очная форма;Бюджетные места;1;1
1984653A-147F-4BCD-99C9-CC4E5C6AE6D4;417;38.00.01;Экономика;;Бакалавриат;Очная форма;Целевой прием;0;0
19BD508E-0685-41A1-8B6E-9FA5E3494A67;3171;29.00.04;Технология художественной обработки материалов;;Магистратура;Очная форма;Бюджетные места;1;1
303373DE-9CCF-435B-905C-855F8A347F88;1319;44.00.02;Психолого-педагогическое образование;Психология;Бакалавриат;Очная форма;Бюджетные места;0;0
303373DE-9CCF-435B-905C-855F8A347F88;1319;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;0;0
303373DE-9CCF-435B-905C-855F8A347F88;1319;37.00.01;Психология;;Бакалавриат;Очная форма;Бюджетные места;0;0
E0F4270C-3B70-46A9-B057-63705F64AFF2;829;29.00.02;Технологии и проектирование текстильных изделий;;Магистратура;Очная форма;Бюджетные места;1;1
E0F4270C-3B70-46A9-B057-63705F64AFF2;829;29.00.01;Технология изделий легкой промышленности;;Магистратура;Очная форма;Бюджетные места;0;0
28BE4548-C028-4FAE-A5AC-9B5B33A929FC;1822;09.00.01;Информатика и вычислительная техника;;Бакалавриат;Очная форма;Бюджетные места;1;1
28BE4548-C028-4FAE-A5AC-9B5B33A929FC;1822;09.00.02;Информационные системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;0;0
28BE4548-C028-4FAE-A5AC-9B5B33A929FC;1822;15.00.02;Технологические машины и оборудование;;Бакалавриат;Очная форма;Бюджетные места;0;0
F0847EEF-0DF9-4511-80EE-648FBC2B23D9;534;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
F0847EEF-0DF9-4511-80EE-648FBC2B23D9;534;38.00.02;Менеджмент;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
F0847EEF-0DF9-4511-80EE-648FBC2B23D9;534;43.00.02;Туризм;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
D408784D-14A9-4AFE-8FCD-A25A295F586C;3103;45.00.01;Филология;;Бакалавриат;Очная форма;С оплатой обучения;1;1
D408784D-14A9-4AFE-8FCD-A25A295F586C;3103;44.00.05;Педагогическое образование (с двумя профилями подготовки);Русский язык и литература;Бакалавриат;Очная форма;С оплатой обучения;0;0
2DE60FBF-3CFC-4E48-8BA9-FB0D78C766DE;1019;09.00.02;Информационные системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;1;1
2DE60FBF-3CFC-4E48-8BA9-FB0D78C766DE;1019;09.00.01;Информатика и вычислительная техника;;Бакалавриат;Очная форма;Бюджетные места;0;0
2DE60FBF-3CFC-4E48-8BA9-FB0D78C766DE;1019;01.00.02;Прикладная математика и информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
563E6281-6EE1-40C9-8458-E25A5C7B1DA6;1402;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;С оплатой обучения;0;0
563E6281-6EE1-40C9-8458-E25A5C7B1DA6;1402;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
7AD949A1-B674-4085-A24B-48957EA1283C;1138;38.00.01;Экономика;;Бакалавриат;Очная форма;С оплатой обучения;0;0
563E6281-6EE1-40C9-8458-E25A5C7B1DA6;1402;38.00.02;Менеджмент;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
7AD949A1-B674-4085-A24B-48957EA1283C;1138;38.00.05;Бизнес-информатика;;Бакалавриат;Очная форма;Бюджетные места;1;1
563E6281-6EE1-40C9-8458-E25A5C7B1DA6;1402;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Очная форма;С оплатой обучения;0;0
5A952C69-FA21-4681-B2E3-8C4A2876CA39;1615;44.00.05;Педагогическое образование (с двумя профилями подготовки);Физическая культура и безопасность жизнедеятельности;Бакалавриат;Очная форма;Бюджетные места;0;0
C936350C-895D-4477-95D3-DF56E62656DD;2783;12.00.04;Биотехнические системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;0;0
C936350C-895D-4477-95D3-DF56E62656DD;2783;27.00.02;Управление качеством;;Бакалавриат;Очная форма;Бюджетные места;1;1
C936350C-895D-4477-95D3-DF56E62656DD;2783;03.00.02;Физика;;Бакалавриат;Очная форма;Бюджетные места;0;0
10F58BBD-06A5-4B5A-B0FE-2C2E93CCCDC9;3001;38.00.01;Экономика;;Магистратура;Заочная форма;С оплатой обучения;1;1
34F91808-EA6E-4543-8C30-889D3DF2C456;2735;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;0;0
34F91808-EA6E-4543-8C30-889D3DF2C456;2735;19.00.04;Технология продукции и организация общественного питания;;Бакалавриат;Очная форма;Бюджетные места;0;0
DA47D3B8-FC51-47DB-9125-E78D86D55303;1388;38.00.02;Менеджмент;;Магистратура;Очно-заочная (вечерняя);Бюджетные места;0;0
DA47D3B8-FC51-47DB-9125-E78D86D55303;1388;40.00.01;Юриспруденция;;Магистратура;Заочная форма;Бюджетные места;0;0
E625D481-7423-451A-828C-48EA9D6D1754;645;29.00.05;Конструирование изделий легкой промышленности;;Бакалавриат;Очная форма;Бюджетные места;0;0
E625D481-7423-451A-828C-48EA9D6D1754;645;29.00.05;Конструирование изделий легкой промышленности;;Бакалавриат;Очная форма;С оплатой обучения;0;0
E625D481-7423-451A-828C-48EA9D6D1754;645;29.00.02;Технологии и проектирование текстильных изделий;;Бакалавриат;Очная форма;Бюджетные места;1;1
E625D481-7423-451A-828C-48EA9D6D1754;645;29.00.02;Технологии и проектирование текстильных изделий;;Бакалавриат;Очная форма;С оплатой обучения;0;0
0830740A-C9B7-48EE-894B-292EAF7385EE;2078;38.00.01;Экономика;;Бакалавриат;Очная форма;С оплатой обучения;0;0
0830740A-C9B7-48EE-894B-292EAF7385EE;2078;45.00.02;Лингвистика;;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
0830740A-C9B7-48EE-894B-292EAF7385EE;2078;38.00.02;Менеджмент;;Бакалавриат;Очная форма;С оплатой обучения;0;0
C30A6C39-836C-49DA-AC82-7E28573305C7;1191;29.00.04;Технология художественной обработки материалов;;Бакалавриат;Очная форма;Бюджетные места;1;1
5BEF7C15-BA76-4D6B-A781-55083DCF987C;305;44.00.01;Педагогическое образование;Музыка;Бакалавриат;Заочная форма;С оплатой обучения;0;0
5BEF7C15-BA76-4D6B-A781-55083DCF987C;305;44.00.01;Педагогическое образование;Музыка;Бакалавриат;Заочная форма;Бюджетные места;1;1
6A769743-CE7E-4516-B649-1B014E8962E1;2440;19.00.04;Технология продукции и организация общественного питания;;Бакалавриат;Очная форма;Бюджетные места;0;0
6A769743-CE7E-4516-B649-1B014E8962E1;2440;37.00.01;Психология;;Бакалавриат;Очная форма;Бюджетные места;0;0
6A769743-CE7E-4516-B649-1B014E8962E1;2440;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;0;0
7AD679FF-8869-4335-B71B-173456FDAAA6;2382;40.00.01;Юриспруденция;;Магистратура;Очная форма;С оплатой обучения;1;1
92280775-55F2-4229-8087-9CB77D1DB7C0;2504;03.00.02;Физика;;Бакалавриат;Очная форма;Бюджетные места;0;0
EA447399-01D3-420B-9C9B-DD2153D73C34;1367;40.00.01;Юриспруденция;;Магистратура;Очная форма;Бюджетные места;0;0
EA447399-01D3-420B-9C9B-DD2153D73C34;1367;40.00.01;Юриспруденция;;Магистратура;Очная форма;С оплатой обучения;1;1
F217295C-E70B-4401-A4A3-A5D9348956B9;1431;15.00.02;Технологические машины и оборудование;;Магистратура;Очная форма;Бюджетные места;0;0
F217295C-E70B-4401-A4A3-A5D9348956B9;1431;29.00.02;Технологии и проектирование текстильных изделий;;Магистратура;Очная форма;Бюджетные места;1;1
E09FF628-44EE-467A-8E27-65AD63CC654E;648;44.00.01;Педагогическое образование;Музыка;Бакалавриат;Заочная форма;С оплатой обучения;0;0
E09FF628-44EE-467A-8E27-65AD63CC654E;648;44.00.01;Педагогическое образование;Музыка;Бакалавриат;Заочная форма;Бюджетные места;1;1
1AADF049-D29A-4BEF-91A5-53CB5A63088C;3088;38.00.01;Экономика;Экономика и управление на предприятии;Кадры высшей квалификации;Заочная форма;С оплатой обучения;0;0
1AADF049-D29A-4BEF-91A5-53CB5A63088C;3088;38.00.01;Экономика;Экономическая теория;Кадры высшей квалификации;Заочная форма;С оплатой обучения;1;1
7036C2C1-C0CE-4EAB-A2EC-EFF0717B5D59;234;39.00.02;Социальная работа;Социальная работа с семьей;Магистратура;Заочная форма;Бюджетные места;0;0
7036C2C1-C0CE-4EAB-A2EC-EFF0717B5D59;234;39.00.02;Социальная работа;Социальная работа с разными группами населения;Магистратура;Очная форма;Бюджетные места;1;1
7D1444C7-41D3-4E69-8166-5CBE2CDDDA5B;2041;44.00.02;Психолого-педагогическое образование;Психология и педагогика воспитательной деятельности;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
7D1444C7-41D3-4E69-8166-5CBE2CDDDA5B;2041;44.00.03;Специальное (дефектологическое) образование;Специальная психология: сопровождение образования лиц с особыми потребностями;Бакалавриат;Очная форма;Бюджетные места;0;0
7D1444C7-41D3-4E69-8166-5CBE2CDDDA5B;2041;37.00.01;Психология;;Бакалавриат;Очная форма;С оплатой обучения;0;0
7D1444C7-41D3-4E69-8166-5CBE2CDDDA5B;2041;44.00.03;Специальное (дефектологическое) образование;Логопедия;Бакалавриат;Очно-заочная (вечерняя);С оплатой обучения;0;0
7D1444C7-41D3-4E69-8166-5CBE2CDDDA5B;2041;44.00.02;Психолого-педагогическое образование;Психология;Бакалавриат;Очная форма;С оплатой обучения;1;1
7D1444C7-41D3-4E69-8166-5CBE2CDDDA5B;2041;37.00.01;Психология;;Бакалавриат;Очная форма;Бюджетные места;0;0
7D1444C7-41D3-4E69-8166-5CBE2CDDDA5B;2041;44.00.02;Психолого-педагогическое образование;Психология;Бакалавриат;Очная форма;Бюджетные места;0;0
E2C13E91-404E-40CC-AF1B-E1E3EC0639E8;1387;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;С оплатой обучения;1;1
E2C13E91-404E-40CC-AF1B-E1E3EC0639E8;1387;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
DF190026-187D-4E4A-A465-EE6B9709C2AB;2684;38.00.02;Менеджмент;;Бакалавриат;Очная форма;С оплатой обучения;0;NULL
DF190026-187D-4E4A-A465-EE6B9709C2AB;2684;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
DF190026-187D-4E4A-A465-EE6B9709C2AB;2684;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;С оплатой обучения;1;1
DF190026-187D-4E4A-A465-EE6B9709C2AB;2684;38.00.01;Экономика;;Бакалавриат;Очная форма;С оплатой обучения;0;NULL
DF190026-187D-4E4A-A465-EE6B9709C2AB;2684;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;NULL
195E4BEE-37ED-445B-9BCE-61B4B5A42CAA;3079;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;С оплатой обучения;0;0
195E4BEE-37ED-445B-9BCE-61B4B5A42CAA;3079;44.00.02;Психолого-педагогическое образование;;Магистратура;Заочная форма;Бюджетные места;0;1
57C8AC73-302D-4621-BF06-852551DE0FC7;2963;38.00.02;Менеджмент;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
57C8AC73-302D-4621-BF06-852551DE0FC7;2963;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
25E3941B-20E1-4235-B01B-7299B96BB707;2268;38.00.02;Менеджмент;;Магистратура;Очно-заочная (вечерняя);С оплатой обучения;1;1
25E3941B-20E1-4235-B01B-7299B96BB707;2268;38.00.02;Менеджмент;;Магистратура;Очно-заочная (вечерняя);Бюджетные места;0;0
25E3941B-20E1-4235-B01B-7299B96BB707;2268;39.00.02;Социальная работа;Социальная работа с семьей;Магистратура;Заочная форма;Бюджетные места;0;0
25E3941B-20E1-4235-B01B-7299B96BB707;2268;39.00.02;Социальная работа;Государственное управление и организация социальной работы;Магистратура;Заочная форма;С оплатой обучения;0;0
6E3E7BCA-B44F-4DA1-8523-72ED76ABDB62;1693;38.00.01;Экономика;Экономика и управление на предприятии;Кадры высшей квалификации;Заочная форма;С оплатой обучения;0;1
9981B313-A634-4A0F-832D-66164C01D7E1;2997;45.00.01;Филология;;Магистратура;Очная форма;С оплатой обучения;0;0
4ACC7318-894C-4AE4-8023-6EA1624D9E76;2501;35.00.02;Технология лесозаготовительных и деревоперерабатывающих производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
4ACC7318-894C-4AE4-8023-6EA1624D9E76;2501;19.00.04;Технология продукции и организация общественного питания;;Бакалавриат;Очная форма;Бюджетные места;0;0
4ACC7318-894C-4AE4-8023-6EA1624D9E76;2501;27.00.02;Управление качеством;;Бакалавриат;Очная форма;Бюджетные места;1;1
C3B437C9-D236-492D-BF09-11D02A63A9AA;20;44.00.05;Педагогическое образование (с двумя профилями подготовки);Биология и география;Бакалавриат;Заочная форма;Бюджетные места;1;1
C3B437C9-D236-492D-BF09-11D02A63A9AA;20;05.00.06;Экология и природопользование;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
C3B437C9-D236-492D-BF09-11D02A63A9AA;20;43.00.02;Туризм;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
E8E125A2-DD22-475A-8B12-66C1BA54BE91;2671;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;1;1
5226DA7B-90E2-434B-83E8-C5ABE7B89518;1903;44.00.05;Педагогическое образование (с двумя профилями подготовки);Русский язык и литература;Бакалавриат;Заочная форма;Бюджетные места;1;1
5226DA7B-90E2-434B-83E8-C5ABE7B89518;1903;44.00.05;Педагогическое образование (с двумя профилями подготовки);Биология и география;Бакалавриат;Заочная форма;Бюджетные места;0;0
69A834A2-0653-420B-A719-AC70114B30A3;2173;06.00.01;Биология;;Бакалавриат;Очная форма;С оплатой обучения;0;0
69A834A2-0653-420B-A719-AC70114B30A3;2173;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;1;1
69A834A2-0653-420B-A719-AC70114B30A3;2173;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;0;0
69A834A2-0653-420B-A719-AC70114B30A3;2173;04.00.01;Химия;;Бакалавриат;Очная форма;С оплатой обучения;0;0
A7BF0236-FE54-4E55-B294-0FFE2CB3E383;2934;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
A7BF0236-FE54-4E55-B294-0FFE2CB3E383;2936;46.00.01;История;;Магистратура;Заочная форма;С оплатой обучения;0;0
23A231CA-6FE0-400C-BA67-4FBA014C8A30;1888;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
9B0CF228-D069-4335-8147-CDEF436E5DF1;1832;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Заочная форма;Бюджетные места;1;1
9B0CF228-D069-4335-8147-CDEF436E5DF1;1832;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
38A19781-0D57-4374-99EF-D1C9E2D42612;2931;44.00.05;Педагогическое образование (с двумя профилями подготовки);Физическая культура и безопасность жизнедеятельности;Бакалавриат;Заочная форма;Бюджетные места;0;0
33283A88-A73F-483B-B7FA-AFBCC839D19A;2806;45.00.01;Языкознание и литературоведение;Русский язык;Кадры высшей квалификации;Очная форма;С оплатой обучения;0;0
33283A88-A73F-483B-B7FA-AFBCC839D19A;2806;37.00.01;Психология;Социальная психология;Кадры высшей квалификации;Очная форма;Бюджетные места;0;0
33283A88-A73F-483B-B7FA-AFBCC839D19A;2806;45.00.01;Языкознание и литературоведение;Русский язык;Кадры высшей квалификации;Очная форма;Бюджетные места;1;1
68BB684D-09AF-4AAE-99ED-774335D38856;338;09.00.02;Информационные системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;1;1
68BB684D-09AF-4AAE-99ED-774335D38856;338;09.00.01;Информатика и вычислительная техника;;Бакалавриат;Очная форма;Бюджетные места;0;0
68BB684D-09AF-4AAE-99ED-774335D38856;338;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
D4A0E9B9-8A06-4877-88A1-9D9E15761216;1125;43.00.10;Туризм;;СПО;Очная форма;С оплатой обучения;1;1
63B44710-9106-4868-9D0E-8B1D2B0C30BE;3010;44.00.05;Педагогическое образование (с двумя профилями подготовки);История и обществознание;Бакалавриат;Заочная форма;Бюджетные места;1;1
63B44710-9106-4868-9D0E-8B1D2B0C30BE;3010;44.00.05;Педагогическое образование (с двумя профилями подготовки);История и обществознание;Бакалавриат;Заочная форма;С оплатой обучения;0;0
17BC5D95-E528-44B0-A938-95D14BBD84EF;32;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
17BC5D95-E528-44B0-A938-95D14BBD84EF;32;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
17BC5D95-E528-44B0-A938-95D14BBD84EF;32;15.00.05;Конструкторско-технологическое обеспечение машиностроительных производств;;Бакалавриат;Заочная форма;Бюджетные места;0;0
17BC5D95-E528-44B0-A938-95D14BBD84EF;32;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Заочная форма;Бюджетные места;0;0
B01BD98D-B3B4-4413-9731-4FE46488C942;742;27.00.02;Управление качеством;;Бакалавриат;Очная форма;Бюджетные места;1;1
B01BD98D-B3B4-4413-9731-4FE46488C942;742;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
B01BD98D-B3B4-4413-9731-4FE46488C942;742;20.00.01;Техносферная безопасность;;Бакалавриат;Очная форма;Целевой прием;0;0
4C3853F1-D8EB-4121-BBA1-FDE6A8DA370C;643;10.00.01;Информационная безопасность;;Бакалавриат;Очная форма;Бюджетные места;0;0
CD97A536-299F-4C7A-B256-0F3364160A7C;1745;15.00.02;Технологические машины и оборудование;;Магистратура;Очная форма;Бюджетные места;0;0
CD97A536-299F-4C7A-B256-0F3364160A7C;1745;29.00.02;Технологии и проектирование текстильных изделий;;Магистратура;Очная форма;Бюджетные места;1;1
E41C406C-488A-4EBB-9B1B-18C67CA5F987;1041;35.00.02;Технология лесозаготовительных и деревоперерабатывающих производств;;Магистратура;Очная форма;Бюджетные места;1;1
3B1AE09B-1B6D-472A-B00D-8E4F1C6525BE;1031;38.00.05;Бизнес-информатика;;Бакалавриат;Очная форма;Бюджетные места;0;0
3B1AE09B-1B6D-472A-B00D-8E4F1C6525BE;1031;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;1
220BA6EE-1463-4DB0-B40D-6151D5167A4F;2317;01.00.02;Прикладная математика и информатика;;Магистратура;Очная форма;Бюджетные места;1;1
35BDC630-D4C1-4909-A915-59D5FF8689CA;958;29.00.02;Технологии и проектирование текстильных изделий;;Магистратура;Очная форма;Бюджетные места;1;1
C2B0BBA5-DF23-4CC9-8456-5BBA14583D48;2497;45.00.01;Филология;;Бакалавриат;Очная форма;С оплатой обучения;1;1
C2B0BBA5-DF23-4CC9-8456-5BBA14583D48;2497;44.00.05;Педагогическое образование (с двумя профилями подготовки);Русский язык и литература;Бакалавриат;Очная форма;С оплатой обучения;0;0
C2B0BBA5-DF23-4CC9-8456-5BBA14583D48;2497;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;0;0
BD40653F-B64B-4461-BBD2-1C56F40CEFCF;3143;45.00.01;Филология;;Бакалавриат;Очная форма;С оплатой обучения;1;1
BD40653F-B64B-4461-BBD2-1C56F40CEFCF;3143;38.00.05;Бизнес-информатика;;Бакалавриат;Очная форма;С оплатой обучения;0;0
1B926B0F-F4E7-4D53-BE56-D893FCC5C512;2196;01.00.02;Прикладная математика и информатика;;Бакалавриат;Очная форма;Бюджетные места;1;1
680C289A-5CD4-4ABB-A77B-DC1E6ACC99C7;2484;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;0;0
680C289A-5CD4-4ABB-A77B-DC1E6ACC99C7;2484;19.00.04;Технология продукции и организация общественного питания;;Бакалавриат;Очная форма;Бюджетные места;1;1
680C289A-5CD4-4ABB-A77B-DC1E6ACC99C7;2484;37.00.01;Психология;;Бакалавриат;Очная форма;Бюджетные места;0;0
5D18FB95-8332-4448-9264-2E1FE1ADB975;971;38.00.02;Менеджмент;;Бакалавриат;Очная форма;С оплатой обучения;0;0
5D18FB95-8332-4448-9264-2E1FE1ADB975;971;38.00.01;Экономика;;Бакалавриат;Очная форма;С оплатой обучения;1;1
5D18FB95-8332-4448-9264-2E1FE1ADB975;971;38.00.04;Государственное и муниципальное управление;;Бакалавриат;Очная форма;С оплатой обучения;0;0
8511044E-B235-4086-8F75-59BE163C71B5;2949;40.00.01;Юриспруденция;;Магистратура;Заочная форма;Бюджетные места;0;0
DEFF8363-CFAA-410B-A5EE-BB02A009E819;1847;03.00.02;Физика;;Бакалавриат;Очная форма;Бюджетные места;0;0
DEFF8363-CFAA-410B-A5EE-BB02A009E819;1847;10.00.01;Информационная безопасность;;Бакалавриат;Очная форма;Бюджетные места;0;0
DEFF8363-CFAA-410B-A5EE-BB02A009E819;1847;29.00.04;Технология художественной обработки материалов;;Бакалавриат;Очная форма;Бюджетные места;0;0
BEF30C54-4D79-49B2-940A-75A377A54C05;1309;40.00.01;Юриспруденция;;Магистратура;Заочная форма;Бюджетные места;1;1
BEF30C54-4D79-49B2-940A-75A377A54C05;1309;40.00.01;Юриспруденция;;Магистратура;Очная форма;Бюджетные места;0;0
BEF30C54-4D79-49B2-940A-75A377A54C05;1309;40.00.01;Юриспруденция;;Магистратура;Заочная форма;С оплатой обучения;0;0
77EFF837-E17F-4D7F-A0E0-B8FC1611EFF3;2850;40.00.01;Юриспруденция;;Магистратура;Заочная форма;Бюджетные места;0;0
77EFF837-E17F-4D7F-A0E0-B8FC1611EFF3;2850;40.00.01;Юриспруденция;;Магистратура;Заочная форма;С оплатой обучения;1;1
58D550AD-5E61-42D6-A4F2-00ECBBEB8E36;2599;40.00.01;Юриспруденция;;Магистратура;Заочная форма;Бюджетные места;0;1
58D550AD-5E61-42D6-A4F2-00ECBBEB8E36;2599;40.00.01;Юриспруденция;;Магистратура;Заочная форма;С оплатой обучения;0;0
964551C6-66F4-4D5B-BEF0-C9B335ADE80C;769;12.00.04;Биотехнические системы и технологии;;Бакалавриат;Очная форма;Бюджетные места;0;0
964551C6-66F4-4D5B-BEF0-C9B335ADE80C;769;27.00.02;Управление качеством;;Бакалавриат;Очная форма;Бюджетные места;0;0
28C5DA7C-E2C1-48BA-8295-AE601603F740;1990;44.00.05;Педагогическое образование (с двумя профилями подготовки);Физическая культура и безопасность жизнедеятельности;Бакалавриат;Очная форма;Бюджетные места;0;0
28C5DA7C-E2C1-48BA-8295-AE601603F740;1990;38.00.02;Менеджмент;;Бакалавриат;Очная форма;Бюджетные места;0;0
28C5DA7C-E2C1-48BA-8295-AE601603F740;1990;44.00.01;Педагогическое образование;Математика;Бакалавриат;Очная форма;Бюджетные места;0;1
D1B2D4A8-0D2F-49D5-9CE4-0335AA3EADC0;765;15.00.02;Технологические машины и оборудование;;Магистратура;Очная форма;Бюджетные места;1;1
95C0529B-A0FE-424E-9B89-361CB5B04E2C;2142;43.00.02;Туризм;;Бакалавриат;Очная форма;Бюджетные места;0;0
95C0529B-A0FE-424E-9B89-361CB5B04E2C;2142;39.00.02;Социальная работа;;Бакалавриат;Очная форма;Бюджетные места;0;0
95C0529B-A0FE-424E-9B89-361CB5B04E2C;2142;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
FB4DF2DB-260B-4448-A48C-54D9BE21B748;1433;20.00.01;Техносферная безопасность;;Бакалавриат;Очная форма;Бюджетные места;0;0
FB4DF2DB-260B-4448-A48C-54D9BE21B748;1433;15.00.04;Автоматизация технологических процессов и производств;;Бакалавриат;Очная форма;Бюджетные места;0;0
FB4DF2DB-260B-4448-A48C-54D9BE21B748;1433;10.00.01;Информационная безопасность;;Бакалавриат;Очная форма;Бюджетные места;1;1
A9318884-86DD-40C5-9A14-2A349DD783DB;1214;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;С оплатой обучения;0;0
A9318884-86DD-40C5-9A14-2A349DD783DB;1214;40.00.01;Юриспруденция;;Бакалавриат;Очная форма;Бюджетные места;0;0
A9318884-86DD-40C5-9A14-2A349DD783DB;1214;46.00.01;История;;Бакалавриат;Очная форма;Бюджетные места;0;0
A9318884-86DD-40C5-9A14-2A349DD783DB;1214;43.00.02;Туризм;;Бакалавриат;Очная форма;Бюджетные места;0;0
270E88E8-1865-4089-A19C-F040C6E91699;310;44.00.03;Специальное (дефектологическое) образование;Психолого-педагогическое сопровождение лиц с ограниченными возможностями здоровья;Магистратура;Очная форма;Бюджетные места;0;0
270E88E8-1865-4089-A19C-F040C6E91699;310;44.00.03;Специальное (дефектологическое) образование;Психолого-педагогическое сопровождение лиц с ограниченными возможностями здоровья;Магистратура;Заочная форма;Бюджетные места;1;1
6CE22681-2832-4A2C-8A14-C7B65226EAA6;1520;35.00.02;Технология лесозаготовительных и деревоперерабатывающих производств;;Магистратура;Очная форма;Бюджетные места;0;0
BA8D193A-0011-40D5-BD01-9AEA7E5CD4E3;2791;04.00.01;Химия;;Бакалавриат;Очная форма;Бюджетные места;0;0
BA8D193A-0011-40D5-BD01-9AEA7E5CD4E3;2791;06.00.01;Биология;;Бакалавриат;Очная форма;Бюджетные места;0;0
BA8D193A-0011-40D5-BD01-9AEA7E5CD4E3;2791;44.00.02;Психолого-педагогическое образование;Психология;Бакалавриат;Очная форма;Бюджетные места;0;0
D2697FCF-4486-456B-8B85-AACEFCF81816;2639;01.00.02;Прикладная математика и информатика;;Магистратура;Очная форма;Бюджетные места;1;1
9708DC6F-0E48-4629-A5DF-EAD5A1E5DA60;3053;40.00.01;Юриспруденция;;Бакалавриат;Заочная форма;С оплатой обучения;0;0
