X;Psi;Regions;Industries
0.003125164101064179;0.006113506515750181;Fujian;Food
0.0037828567413755597;0.004651714430601377;Fujian;Tex
0.004879926860161864;0.009159698464394744;Fujian;Cloth
0.0010924650356125226;0.0028325813435291216;Fujian;Wood
0.0025728340759217615;0.005254639996268684;Fujian;Paper
0.0015004248067749914;0.00219469022276074;Fujian;Fuel
0.0073533255800017384;0.017858501779176916;Fujian;Chemi
0.006154201328968836;0.007138123634607706;Fujian;NonMeP
0.0072233264966464405;0.00848372533357601;Fujian;MeSme
0.0008361335083070765;0.004687891950016218;Fujian;MetaInd
0.0005191058316516236;0.0022017818903321907;Fujian;GnerSep
0.002003168179216271;0.0016603573335918767;Fujian;TransEq
0.0004026772535345254;0.0033891197910445167;Fujian;Electri
0.0041720953871208465;0.009968323700568108;Fujian;Computers
0.00029087339106542254;0.0013781078125575798;Fujian;Instru
0.0012411224842764003;0.004397781279325593;Fujian;OtherManu
0.007048579919344801;0.007273213427584935;Fujian;ElectriH
0.00012339135871874637;0.00033366843453256907;Fujian;WaGaS
0.000561924059911094;0.002053993525479557;Fujian;Building
0.00392600033448528;0.010551443824104835;Fujian;Trans 
0.002276241438093692;0.006710721322749711;Fujian;Wholes
0.0012846122775874802;0.003814531061334586;Fujian;Acconm
0.0013692275923288082;0.004068172860590936;Fujian;Rental
4.850391097726429e-05;0.00012564100175430253;Fujian;ScienceTec
0.0028412376152242087;0.011728870615588057;Fujian;Ohters
0.004612490413712493;0.00953534087930554;Jiangxi;Agri
0.0008032259050346637;0.0015532431056385747;Jiangxi;CoalM
0.0;0.0;Jiangxi;OilgasM
0.0015529321461983307;0.002295450292678091;Jiangxi;MetalM
0.0007354982895567774;0.001994913373240119;Jiangxi;NonMeM
0.001441253004189804;0.0030305374013773604;Jiangxi;Food
0.0017512366987616308;0.00229893809020126;Jiangxi;Tex
0.0012373449430548807;0.001728682827798573;Jiangxi;Cloth
0.0013929965421088752;0.0028922558296655757;Jiangxi;Wood
0.002002595960938046;0.005399467163092636;Jiangxi;Paper
0.0014635819974649132;0.0026279760652747177;Jiangxi;Fuel
0.005002737346846571;0.012874214666921145;Jiangxi;Chemi
0.0023942263574220604;0.003611817736649913;Jiangxi;NonMeP
0.010170766175022574;0.009818254709537705;Jiangxi;MeSme
0.00047587282012857157;0.001630046283062195;Jiangxi;MetaInd
0.002141070479324203;0.002765105788453368;Jiangxi;GnerSep
0.0009245388996669759;0.0015580742197521967;Jiangxi;TransEq
0.0012826121396598237;0.0035801485727416137;Jiangxi;Electri
0.0006480859113314934;0.0012904521482398979;Jiangxi;Computers
0.0005121236988027035;0.0008266691149169449;Jiangxi;Instru
0.00022376248745676987;0.0005336960405241349;Jiangxi;OtherManu
0.004311495869813553;0.004804362453384625;Jiangxi;ElectriH
0.00014841251125113518;0.0003707782768212673;Jiangxi;WaGaS
0.00014448434538861396;0.0008623325845499109;Jiangxi;Building
0.003663183652930762;0.0060672201641489626;Jiangxi;Trans 
0.003308435628796022;0.008196697017235183;Jiangxi;Wholes
0.0012007846275032977;0.0017368518882262655;Jiangxi;Acconm
0.000269632660221817;0.0018267682241773497;Jiangxi;Rental
4.855196569553775e-05;9.483113469078812e-05;Jiangxi;ScienceTec
0.003651325726687534;0.00734567239849576;Jiangxi;Ohters
0.02538913587641868;0.02615835821599064;Shandong;Agri
0.008212824463614436;0.021682679685467433;Shandong;CoalM
0.012878548879615221;0.006607668153687095;Shandong;OilgasM
0.008104642944860994;0.01288523120525464;Shandong;MetalM
0.002710037827361637;0.005101313954462287;Shandong;NonMeM
0.011929169067741557;0.029273830257071566;Shandong;Food
0.014156768054844008;0.01470226400420771;Shandong;Tex
0.0031150967998033884;0.010145153355594554;Shandong;Cloth
0.003989626677642104;0.00790229786645651;Shandong;Wood
0.01079754720927633;0.018644401812684154;Shandong;Paper
0.00928272592113053;0.026256342604595667;Shandong;Fuel
0.029290490137050595;0.06182190624778652;Shandong;Chemi
0.011348622808919715;0.025688701241987456;Shandong;NonMeP
0.025948030640975388;0.042254363411734025;Shandong;MeSme
0.0032593414158558404;0.02331170382580905;Shandong;MetaInd
0.008272600680468306;0.034674062996546885;Shandong;GnerSep
0.008750067829283713;0.015260782985428588;Shandong;TransEq
0.006410838893927414;0.017403369895400565;Shandong;Electri
0.007578843556700061;0.009595390205370815;Shandong;Computers
0.00047219490213245766;0.002334540106134782;Shandong;Instru
0.001725969231022671;0.006040639237987305;Shandong;OtherManu
0.007630330340034542;0.02340386799299067;Shandong;ElectriH
0.0006594377805028381;0.0024456123575098804;Shandong;WaGaS
5.0592589499198885e-05;0.0037998455255605097;Shandong;Building
0.008465838755387409;0.026994150468210656;Shandong;Trans 
0.0020232883396350035;0.01853956903006186;Shandong;Wholes
0.0026713329165906482;0.009548929334956248;Shandong;Acconm
0.0018116374354773673;0.010342199707335856;Shandong;Rental
0.000259290944359643;0.0007053162329031656;Shandong;ScienceTec
0.007008000505514767;0.036106501492494746;Shandong;Ohters
0.017387241604548003;0.022813514093265604;Hennan;Agri
0.005577776406735309;0.012842287803506951;Hennan;CoalM
0.0025505396246661236;0.0029323053223009516;Hennan;OilgasM
0.004999712375818255;0.004975295711792591;Hennan;MetalM
0.0040840788967209;0.006586657984128599;Hennan;NonMeM
0.01323070020415058;0.024253877233912313;Hennan;Food
0.005188240067176586;0.00921065872854658;Hennan;Tex
0.0016008893710654016;0.003588184600888556;Hennan;Cloth
0.004109382228288893;0.006155481691234736;Hennan;Wood
0.0035170177757342515;0.010209977143156886;Hennan;Paper
0.0020089332868932835;0.009689095950685395;Hennan;Fuel
0.010289560451738676;0.027328220732033642;Hennan;Chemi
