"ID";"Diplom";"Org";"DataV";"longitude";"latitude"
"1ba7f3b0-65dd-40d2-8bba-7b925eefce73";"Аттестат о среднем (полном) общем образовании";"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №6"" городского округа г. Шарья Костромской области";2017;"58.3801628";"45.5023053"
"fde0c7a1-5491-4c68-a35b-18bdff972061";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Российский экономический университет имени Г.В. Плеханова"" г. Москва";2017;"55.727124";"37.6288153"
"6a6c3464-d534-43ca-9c79-e7fc5601ef8c";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" ";2017;"57.759585";"40.942468"
"2178eac4-828c-46c9-acbb-7bc81c28952e";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"3244d4ab-efdb-4e46-8000-f1faee35cf6e";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"1984653a-147f-4bcd-99c9-cc4e5c6ae6d4";"Аттестат о среднем (полном) общем образовании";"ЛИЦЕЙ №2 ГОРОДА РЫБИНСКА ЯРОСЛАВСКОЙ ОБЛАСТИ";2017;"58.047884";"38.8260351"
"19bd508e-0685-41a1-8b6e-9fa5e3494a67";"Диплом о высшем профессиональном образовании";"Башкирский государственный педагогический университет им. М. Акмуллы";2016;"54.723908";"55.947637"
"303373de-9ccf-435b-905c-855f8a347f88";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение Лицей № 1 городского округа город Мантурово Костромской области";2017;"58.3076345";"44.7587408"
"e0f4270c-3b70-46a9-b057-63705f64aff2";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"28be4548-c028-4fae-a5ac-9b5b33a929fc";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 6"" городского округа город Шарья Костромской области";2017;"58.3801628";"45.5023053"
"f0847eef-0df9-4511-80ee-648fbc2b23d9";"Диплом о среднем профессиональном образовании";"Костромской технологический техникум";2017;"57.7555711";"40.9531215"
"d408784d-14a9-4afe-8fcd-a25a295f586c";"Аттестат о среднем (полном) общем образовании";"Средняя школа №6 Атамыратского района Лебапской области";2015;"37.8099917";"65.2026017"
"2de60fbf-3cfc-4e48-8ba9-fb0d78c766de";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа № 11";2017;"57.7382578";"40.9058272"
"7ad949a1-b674-4085-a24b-48957ea1283c";"Аттестат о среднем (полном) общем образовании";"Лицей №32";2017;"57.776937";"40.951913"
"563e6281-6ee1-40c9-8458-e25a5c7b1da6";"Диплом о среднем профессиональном образовании";"Костромской торгово-экономический колледж";2017;"57.7656389";"40.9368408"
"5a952c69-fa21-4681-b2e3-8c4a2876ca39";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа № 21";2017;"57.7393158";"40.9095164"
"c936350c-895d-4477-95d3-df56e62656dd";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение - Средняя общеобразовательная школа № 2 им. И.Г. Петровского г. Севска Брянской области";2017;"52.1490959";"34.4903399"
"10f58bbd-06a5-4b5a-b0fe-2c2e93cccdc9";"Диплом о высшем профессиональном образовании";"Костромской государственный университет";2017;"57.759585";"40.942468"
"34f91808-ea6e-4543-8c30-889d3df2c456";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение ""Сергачская общеобразовательная школа № 5"" г. Сергач Нижегородской области";2017;"55.5218645";"45.4665721"
"da47d3b8-fc51-47db-9125-e78d86d55303";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"e625d481-7423-451a-828c-48ea9d6d1754";"Аттестат о среднем (полном) общем образовании";"МБОУ ""Вохомская средняя общеобразовательная школа"" Вохомского муниципального районе Костромской области";2017;"58.9267106";"46.750784"
"0830740a-c9b7-48ee-894b-292eaf7385ee";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение Лицей № 1 городского округа город Мантурово Костромской области";2017;"58.3076345";"44.7587408"
"c30a6c39-836c-49da-ac82-7e28573305c7";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение средняя школа №2 городского округа Кохма Ивановской области";2017;"56.9336866";"41.1087793"
"5bef7c15-ba76-4d6b-a781-55083dcf987c";"Диплом о среднем профессиональном образовании";"Буйский областной колледж искусств";2016;"58.4808071";"41.5313942"
"6a769743-ce7e-4516-b649-1b014e8962e1";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа №4";2017;"57.7905515";"40.9389809"
"7ad679ff-8869-4335-b71b-173456fdaaa6";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"92280775-55f2-4229-8087-9cb77d1db7c0";"Аттестат о среднем (полном) общем образовании";"Средняя школа №24 Атамыраского района Лебапской области";2017;"37.8099917";"65.2026017"
"ea447399-01d3-420b-9c9b-dd2153d73c34";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"f217295c-e70b-4401-a4a3-a5d9348956b9";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"e09ff628-44ee-467a-8e27-65ad63cc654e";"Диплом о среднем профессиональном образовании";"ОГБПОУ ""Буйский колледж искусств""";2016;"58.4808071";"41.5313942"
"1aadf049-d29a-4bef-91a5-53cb5a63088c";"Диплом о высшем профессиональном образовании";"КОСТРОМСКАЯ ГОСУДАРСТВЕННАЯ СЕЛЬСКОХОЗЯЙСТВЕННАЯ АКАДЕМИЯ";1995;"57.733452";"41.0507389"
"7036c2c1-c0ce-4eab-a2ec-eff0717b5d59";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"7d1444c7-41d3-4e69-8166-5cbe2cddda5b";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа № 6";2016;"57.750287";"40.917704"
"e2c13e91-404e-40cc-af1b-e1e3ec0639e8";"Аттестат о среднем (полном) общем образовании";"Гимназия № 25 города Костромы";2017;"57.7365806";"41.0062445"
"df190026-187d-4e4a-a465-ee6b9709c2ab";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа № 26 имени Героя Советского Союза В. В. Князева города Костромы";2016;"57.777477";"40.926425"
"195e4bee-37ed-445b-9bce-61b4b5a42caa";"Диплом о высшем профессиональном образовании";"Негосударственное аккредитованное частное образовательное учреждение высшего профессионального образования Современная гуманитарная академия г. Москва";2014;"55.806088";"37.63221385"
"57c8ac73-302d-4621-bf06-852551de0fc7";"Аттестат о среднем (полном) общем образовании";"МОУ ""Средняя школа № 78"" города Ярославля Ярославской области";2016;"57.5531454";"39.9327109"
"25e3941b-20e1-4235-b01b-7299b96bb707";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"6e3e7bca-b44f-4da1-8523-72ed76abdb62";"Диплом о высшем профессиональном образовании";"ФГБОУ ВПО ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ, СТАТИСТИКИ И ИНФОРМАТИКИ (МЭСИ)""";2012;"55.7125813";"37.4772689"
"9981b313-a634-4a0f-832d-66164c01d7e1";"Диплом о высшем профессиональном образовании";"ФГБОУ ВПО ""Ивановский государственный университет""";2015;"57.019089";"40.9562775"
"4acc7318-894c-4ae4-8023-6ea1624d9e76";"Аттестат о среднем (полном) общем образовании";"Гимназия №2 города Истравшан";2017;"39.8772715";"69.0254926"
"c3b437c9-d236-492d-bf09-11d02a63a9aa";"Диплом о среднем профессиональном образовании";"Костромской машиностроительный техникум";2015;"57.75325499";"41.0188441"
"e8e125a2-dd22-475a-8b12-66c1ba54be91";"Диплом о среднем профессиональном образовании";"Негосударственное образовательное учреждение среднего профессионального образования Костромской технологический техникум ОАО ""Костромакоопцентр"" г.Кострома";2014;"57.7555711";"40.9531215"
"5226da7b-90e2-434b-83e8-c5abe7b89518";"Диплом о среднем профессиональном образовании";"Галичский педагогический колледж Костромской области";2017;"58.388219";"42.3562809"
"69a834a2-0653-420b-a719-ac70114b30a3";"Аттестат о среднем (полном) общем образовании";"Лицей № 34";2017;"57.7615625";"40.9729098"
"a7bf0236-fe54-4e55-b294-0ffe2cb3e383";"Диплом о высшем профессиональном образовании";"Рязанское высшее воздушно-десантное ордена Суворова дважды Краснознаменное командное училище имени генерала армии В.Ф.Маргелова"" г.Рязань";2017;"54.6312079";"39.7337389"
"23a231ca-6fe0-400c-ba67-4fba014c8a30";"Аттестат о среднем (полном) общем образовании";"Муниципальная казённая общеобразовательная организация ""Палкинская средняя школа"" Антроповского муниципального района Костромской области";2017;"58.1854934";"42.9295114"
"9b0cf228-d069-4335-8147-cdef436e5df1";"Диплом о среднем профессиональном образовании";"Костромакоопцентр";2015;"57.7555711";"40.9531215"
"38a19781-0d57-4374-99ef-d1c9e2d42612";"Диплом о среднем профессиональном образовании";"Областное государственное бюджетное профессиональное образовательное учреждение ""Костромской политехнический колледж"" город Кострома";2017;"57.7891203";"40.9417322"
"33283a88-a73f-483b-b7fa-afbcc839d19a";"Диплом о высшем профессиональном образовании";"Костромской государственный университет";2017;"57.759585";"40.942468"
"68bb684d-09af-4aae-99ed-774335d38856";"Аттестат о среднем (полном) общем образовании";"МОУ г. Костромы ""Гимназия №33""";2017;"57.7363374";"40.9163406"
"d4a0e9b9-8a06-4877-88a1-9d9e15761216";"Аттестат об основном общем образовании";"СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1";2017;"57.7969074";"40.921101"
"63b44710-9106-4868-9d0e-8b1d2b0c30be";"Аттестат о среднем (полном) общем образовании";"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 21"" городского округа город Шарья Костромской области";2016;"58.368967";"45.515515"
"17bc5d95-e528-44b0-a938-95d14bbd84ef";"Диплом о среднем профессиональном образовании";"Череповецкий металлургический колледж имени И.П. Бардина";2015;"59.1364129";"37.9295146"
"b01bd98d-b3b4-4413-9731-4fe46488c942";"Аттестат о среднем (полном) общем образовании";"Муниципальное казенное общеобразовательное учреждение ""Красносельская средняя школа"" Красносельского муниципального района Костромской области";2017;"57.5123654";"41.2547458"
"4c3853f1-d8eb-4121-bba1-fde6a8da370c";"Аттестат о среднем (полном) общем образовании";"Муниципальное казённое общеобразовательное учреждение ""Ерсинская средняя общеобразовательная школа"" с. Ерси Табасаранского района Республики Дагестан";2017;"41.9412229";"48.0408334"
"cd97a536-299f-4c7a-b256-0f3364160a7c";"Диплом о высшем профессиональном образовании";"КОСТРОМСКАЯ ГОСУДАРСТВЕННАЯ СЕЛЬСКОХОЗЯЙСТВЕННАЯ АКАДЕМИЯ";2016;"57.733452";"41.0507389"
"e41c406c-488a-4ebb-9b1b-18c67ca5f987";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"3b1ae09b-1b6d-472a-b00d-8e4f1c6525be";"Диплом о среднем профессиональном образовании";"Костромской торгово-экономический колледж";2017;"57.7656389";"40.9368408"
"220ba6ee-1463-4db0-b40d-6151d5167a4f";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"35bdc630-d4c1-4909-a915-59d5ff8689ca";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"c2b0bba5-df23-4cc9-8456-5bba14583d48";"Аттестат о среднем (полном) общем образовании";"Средняя школа №31 района Атамырат Лебапской области";2017;"37.8099917";"65.2026017"
"bd40653f-b64b-4461-bbd2-1c56f40cefcf";"Аттестат о среднем (полном) общем образовании";"Средняя школа № 21 Атамыратского района Лебапской области";2017;"37.8099917";"65.2026017"
"1b926b0f-f4e7-4d53-be56-d893fcc5c512";"Аттестат о среднем (полном) общем образовании";"Средняя школа №46 города Ашхабада";2016;"37.9600766";"58.3260629"
"680c289a-5cd4-4abb-a77b-dc1e6acc99c7";"Аттестат о среднем (полном) общем образовании";"Лицей № 20";2017;"57.7369392";"40.9821647"
"5d18fb95-8332-4448-9264-2e1fe1adb975";"Аттестат о среднем (полном) общем образовании";"средняя общеобразовательная школа №10";2017;"57.7783214";"40.8892498"
"8511044e-b235-4086-8f75-59be163c71b5";"Диплом о высшем профессиональном образовании";"Костромской государственный университет";2017;"57.759585";"40.942468"
"deff8363-cfaa-410b-a5ee-bb02a009e819";"Аттестат о среднем (полном) общем образовании";"ГИМНАЗИЯ №28";2017;"57.759921";"40.9680829"
"bef30c54-4d79-49b2-940a-75a377a54c05";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"77eff837-e17f-4d7f-a0e0-b8fc1611eff3";"Диплом о высшем профессиональном образовании";"ФГБВОУ ВПО ""Военный университет"" Министерства обороны РФ";2012;"55.7676689";"37.5943049"
"58d550ad-5e61-42d6-a4f2-00ecbbeb8e36";"Диплом о высшем профессиональном образовании";"Российский экономический университет имени Г.В.Плеханова, г.Москва";2017;"55.727124";"37.6288153"
"964551c6-66f4-4d5b-bef0-c9b335ade80c";"Аттестат о среднем (полном) общем образовании";"муниципальное казенное общеобразовательное учреждение средняя школа №1";2017;"57.7969074";"40.921101"
"28c5da7c-e2c1-48ba-8295-ae601603f740";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение города Костромы "" Средняя общеобразовательная школа №14 имени выдающегося земляка, главного маршала авиации, дважды Героя Советского Союза Александра Александровича Новикова""";2017;"57.8043027";"40.9103485"
"d1b2d4a8-0d2f-49d5-9ce4-0335aa3eadc0";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"95c0529b-a0fe-424e-9b89-361cb5b04e2c";"Аттестат о среднем (полном) общем образовании";"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 37"" города Кирова";2017;"58.5972088";"49.6570012"
"fb4df2db-260b-4448-a48c-54d9be21b748";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение Лицей № 1 городского округа город Мантурово Костромской области";2017;"58.3076345";"44.7587408"
"a9318884-86dd-40c5-9a14-2a349dd783db";"Аттестат о среднем (полном) общем образовании";"ГИМНАЗИЯ №28 г.Костромы";2017;"57.759921";"40.9680829"
"270e88e8-1865-4089-a19c-f040c6e91699";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"6ce22681-2832-4a2c-8a14-c7b65226eaa6";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"ba8d193a-0011-40d5-bd01-9aea7e5cd4e3";"Аттестат о среднем (полном) общем образовании";"Лицей №17";2017;"57.7352105";"41.007861"
"d2697fcf-4486-456b-8b85-aacefcf81816";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"9708dc6f-0e48-4629-a5df-ead5a1e5da60";"Диплом о начальном профессиональном образовании";"ГОУ НПО ""Профессиональный лицей №15"" города Костромы Костромской области";2010;"57.7365436";"40.9807775"
"ede66f8b-e276-432f-9037-d894f90e5bd2";"Аттестат о среднем (полном) общем образовании";"ОСТРОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА";2017;"57.7997468";"42.2474723"
"b88de1dc-1761-4f78-81d2-0d860314f7fa";"Диплом о среднем профессиональном образовании";"Костромской автотранспортный колледж";2017;"57.7749401";"40.9176668"
"33a65719-b0b6-48b5-a283-ef585f9577cf";"Аттестат о среднем (полном) общем образовании";"Лицей №34";2017;"57.7615625";"40.9729098"
"1ed8967e-e07a-44eb-a403-13d3b65de254";"Аттестат о среднем (полном) общем образовании";"Средняя школа №22 Халачского района Лебапской области";2008;"38.0723407";"64.8881646"
"28919ace-e58b-4e7c-9665-a42a010c37ee";"Аттестат о среднем (полном) общем образовании";"КОСМЫНИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА МУНИЦИПАЛЬНОГО РАЙОНА ГОРОД НЕРЕХТА И НЕРЕХТСКИЙ РАЙОН КОСТРОМСКОЙ ОБЛАСТИ";2017;"57.5808098";"40.761097"
"9759069b-471e-4468-95ae-dbfd9ba39b08";"Аттестат о среднем (полном) общем образовании";"Чернопенская средняя общеобразовательная школа";2017;"57.6297637";"41.069889"
"32cd5a8f-ecb8-42c1-a763-49aa3c76fb74";"Диплом о среднем профессиональном образовании";"ОГБПОУ ""Костромской машиностроительный техникум"" г. Кострома Костромская область";2015;"57.75325499";"41.0188441"
"e9b9585d-1aed-4baa-a393-8c03c267a3a9";"Диплом о высшем профессиональном образовании";"Негосударственное аккредитованное частное образовательное учреждение ВПО Современная гуманитарная академия";2013;"55.806088";"37.63221385"
"83c8dfde-a867-4f52-afeb-24b0957cda18";"Диплом о среднем профессиональном образовании";"Профессиональное училище № 24 Межевского района, Костромской области";2007;"58.7302936";"45.024638"
"29fa4a47-c90c-40fa-98ec-0056ee50fa9f";"Аттестат о среднем (полном) общем образовании";"Мениципальное казенное общеобразовательное учреждение ""Вочуровская средняя общеобразовательная школа"" Мантуровского муниципального района Костромской области деревня Знаменка";2017;"58.3701013";"44.8353704"
"21a34203-312b-4802-b1e9-e3a27397fce6";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа № 24";2017;"57.758715";"40.969528"
"af1d12ec-42f9-4020-985b-e60b408f9d79";"Диплом о высшем профессиональном образовании";"Костромской государственный университет";2017;"57.759585";"40.942468"
"da4c322e-7066-4921-8316-b5c6d06d7850";"Аттестат о среднем (полном) общем образовании";"ЛИЦЕЙ № 34 ГОРОДА КОСТРОМЫ";2017;"57.7615625";"40.9729098"
"a384298f-587d-45bb-8dbd-db9c3a2b9d75";"Диплом о высшем профессиональном образовании";"ВОЕННАЯ АКАДЕМИЯ РАДИАЦИОННОЙ, ХИМИЧЕСКОЙ И БИОЛОГИЧЕСКОЙ ЗАЩИТЫ ИМЕНИ С.К. ТИМОШЕНКО";2014;"57.7774107";"40.9327627"
"30ab1b62-4db0-47af-bbfc-5268450a3a80";"Аттестат о среднем (полном) общем образовании";"Муниципальное общеобразовательное учреждение Гимназию № 1 имени Л.И. Белова города Галича Костромской области";2017;"58.37991";"42.3411801"
"c67c9d7d-096a-41ab-a4b0-f9edf673fcaf";"Аттестат о среднем (полном) общем образовании";"СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №6";2017;"57.750287";"40.917704"
"0aede495-d85c-4ccf-8c22-869e7a082978";"Диплом о среднем профессиональном образовании";"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Костромской государственный университет""";2017;"57.759585";"40.942468"
"1453738b-aaf4-4415-a428-1a771175bff5";"Диплом о высшем профессиональном образовании";"Государственное образовательное учреждение высшего профессионального образования ""Костромской государственный университет им Н.А.Некрасова""";2006;"57.759585";"40.942468"
"6396ee07-ba5c-4cb8-ad89-d58c5e160909";"Аттестат о среднем (полном) общем образовании";"муниципальное общеобразовательное учреждение средняя общеобразовательная школа №1 имени Ивана Нечаева городского поселения поселок Чистые Боры Буйского района Костромской области";2017;"58.369227";"41.6621786"
"d300c029-c0e3-4254-a6a4-2566f0de176f";"Диплом о высшем профессиональном образовании";"Костромской государственный университет имени Н.А. Некрасова";2010;"57.759585";"40.942468"
"273760f9-2a69-4ef2-96ad-3141e3879cd4";"Диплом о среднем профессиональном образовании";"Костромской торгово-экономичесий колледж";2017;"57.7656389";"40.9368408"
"f26049b7-6579-45b7-bba3-c75bc878a523";"Аттестат о среднем (полном) общем образовании";"СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №3";2017;"57.7457514";"40.9682965"
"4e77c515-4df4-45fc-9028-85a5814fa1c9";"Аттестат о среднем (полном) общем образовании";"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №3 городского округа г. Волгореченск Костромской области""";2017;"57.4327616";"41.1659522"
"7bfe8646-43f0-413e-9abb-4a541ed9696a";"Диплом о среднем профессиональном образовании";"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Костромской государственный технологический университет"" г.Кострома";2016;"57.759585";"40.942468"
"1176cd1b-9fa3-4d4a-9828-8edef1029f44";"Диплом о среднем профессиональном образовании";"Костромской торгово-экономический колледж";2017;"57.7656389";"40.9368408"
"1b95707e-3ac6-4c67-b1d6-054dee59f3f6";"Аттестат о среднем (полном) общем образовании";"муниципальное казённое общеобразовательное учреждение Кадыйская средняя общеобразовательная школа имени М.А. Четвертного Кадыйского муниципального района Костромской области";2017;"57.7911346";"43.1957986"
"7a09134e-ffd6-4bc7-8123-fdf4c946aeeb";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"639912bb-eac9-47ed-a924-10594df4650a";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"cfffb7b0-3e40-44f3-ad1a-2f4102c26000";"Аттестат о среднем (полном) общем образовании";"Красносельская средняя школа Красносельского муниципального района Костромской области";2017;"57.5123654";"41.2547458"
"e9dc517f-b738-4362-9831-4c418b21e397";"Аттестат о среднем (полном) общем образовании";"Среднее общеобразовательное учреждение школа №21 Ишкашимского района";2016;"36.7243344";"71.6131931"
"fe0ac3f9-3d8a-4d3f-8a59-0dfa9f4d071b";"Аттестат о среднем (полном) общем образовании";"муниципальное казённое общеобразовательное учреждение ""Щолоховская средняя школа"" Красносельского муниципального района Костромской области";2017;"57.5521036";"41.205406"
"76a0dbcd-9d87-4ae9-a355-ba4a3d4b1b4b";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"0c6021bc-80cd-4834-8ab5-4e132a6af644";"Аттестат о среднем (полном) общем образовании";"ГИМНАЗИЯ №28";2017;"57.759921";"40.9680829"
"9814c18f-2735-41cb-aac4-e77b66e42b05";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"d2eab6e0-4a17-4420-a3fd-f9376442c5f0";"Аттестат о среднем (полном) общем образовании";"Островская средняя общеобразовательная школа";2017;"57.7997468";"42.2474723"
"3040159e-062a-4b97-931d-d8b7d54931ff";"Аттестат о среднем (полном) общем образовании";"Областная Специализированная школа города Шатлык Марыйской области";2016;"37.6015786";"61.5895316"
"5c0c9e70-c41e-4b17-a464-e2db5759199b";"Аттестат о среднем (полном) общем образовании";"ЛИЦЕЙ №32";2017;"57.776937";"40.951913"
"795205ee-b956-4a83-b968-7526d787cc54";"Аттестат о среднем (полном) общем образовании";"Лицей № 17";2017;"57.7352105";"41.007861"
"bb044bca-bbc4-483b-86cb-09f669e18b05";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа № 22 города Костромы";2017;"57.740795";"40.995112"
"a72ff3b9-63f0-4c3f-be8d-192523a657f3";"Диплом о среднем профессиональном образовании";"Костромской торгово-экономический колледж";2016;"57.7656389";"40.9368408"
"0c88a4f2-b8f2-4260-b3ed-5bcf66ba221a";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"6ef1f1cc-314b-4ab9-985c-93ad8f174c88";"Аттестат о среднем (полном) общем образовании";"Туношенская средняя школа имени Героя России Селезнева А.А.";2017;"57.5436821";"40.1259274"
"e6677ca1-c442-4593-b70e-e79a3214a8ca";"Аттестат о среднем (полном) общем образовании";"Средняя школа №36 района Атамырат Лебапской области";2017;"37.8099917";"65.2026017"
"d33ba335-0203-4cca-9b5e-c6278f0e13d3";"Диплом о среднем профессиональном образовании";"ОГБ ПОУ ""Галичский педагогический колледж Костромской области"" город Галич";2017;"58.388219";"42.3562809"
"4e4d8ceb-74e9-411f-8609-c899c72b5f8b";"Аттестат о среднем (полном) общем образовании";"Средняя школа №18 района Халач Лебапской области";2017;"38.0723407";"64.8881646"
"0a94b42e-99b8-494a-82a1-06ea946a40a3";"Аттестат о среднем (полном) общем образовании";"Средняя школа №18 района Халач Лебапской области";2016;"38.0723407";"64.8881646"
"e4270dea-1838-4ee3-b4ad-86e97e5a15a6";"Аттестат о среднем (полном) общем образовании";"Средняя школа №19 района Халач Лебапской области";2016;"38.0723407";"64.8881646"
"8ea875db-d762-442e-88de-f53822175744";"Диплом о высшем профессиональном образовании";"ФГБОУ ВО ""Костромской государственный университет"" г. Кострома";2017;"57.759585";"40.942468"
"eb1c788d-1060-4978-9d3b-225984f52e84";"Аттестат о среднем (полном) общем образовании";"Средняя общеобразовательная школа № 4 ";2017;"57.7905515";"40.9389809"
"8452c4b2-ef89-46c9-8f6d-a7ae1b3cf15d";"Аттестат о среднем (полном) общем образовании";"Муниципальное казенное общеобразовательное учреждение Костромского муниципального района Костромской области ""Шунгенская средняя общеобразовательная школа""";2017;"57.810755";"40.809134"
"76b47cc9-37e7-4d81-8ead-15356860301b";"Диплом о высшем профессиональном образовании";"КОСТРОМСКОЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ";2017;"57.759585";"40.942468"
"33f53b3a-0518-436c-b25a-894fa3ed8530";"Диплом о высшем профессиональном образовании";"ГАЛИЧСКОЕ ПЕДАГОГИЧЕСКОЕ УЧИЛИЩЕ";1998;"58.388219";"42.3562809"
"8b51d26f-f6f7-4696-ad79-5a42731a9447";"Диплом о среднем профессиональном образовании";"Костромской политехнический колледж";2015;"57.7891203";"40.9417322"
"ee64d9f5-eeb1-4f3c-bd01-9c77f43505e0";"Аттестат о среднем (полном) общем образовании";"Шолоховская средняя школа красносельского муниципального района Костромской области";2016;"57.5521036";"41.205406"
"edff58e7-5109-49f0-b482-de286a5274b7";"Аттестат о среднем (полном) общем образовании";"Боговаровская средняя общеобразовательная школа имени Цымлякова Л.А.";2017;"58.9740341";"47.0217301"
"b9d3ec91-639d-4566-a67f-ea3dec5db787";"Аттестат о среднем (полном) общем образовании";"Муниципальное общеобразовательное учреждение среднюю общеобразовательную школу №3 муниципального района город Нерехта и Нерехтский район Костромской области";2017;"57.4624525";"40.5994107"
"8d6d1164-da89-4771-968e-cfeff539a2c4";"Аттестат о среднем (полном) общем образовании";"муниципальное бюджетное общеобразовательное учреждение города Костромы ""Средняя общеобразовательная школа №7""";2017;"57.7827551";"40.9160042"
